FID;CODIGO;CAPACIDAD_NOMINAL;FASES;COOR_GPS_LON;COOR_GPS_LAT;MUNICIPIO;UBICACION;CIRCUITO;PROPIETARIO_1;EQUIPO_PADRE;FID_EQUIPO_PADRE
31154705;CORQ0003;25;RT;-75,69333041;4,389501931;CÓRDOBA;VR SIBERIA BAJA FC LA PRIMAVERA;206-22-;EDEQ;S-2149;46410832
37111946;CARN0799;5;ST;-75,71443733;4,452204937;CALARCÁ;FCA RIVERWALK VDA ALBANIA;205-23-;EDEQ;C-0336;30852196
37111970;ARRP0799;15;RST;-75,74749573;4,502555194;ARMENIA;VR PTO ESPEJO FC LA UNION;111-24-;EDEQ;S-1335;30748728
37111986;ARRP0778;15;RS;-75,73709079;4,493634907;ARMENIA;VR MURILLO FC HOTEL ACAWA;101-23-;EDEQ;S-1486;31058776
37112541;BURN0209;5;ST;-75,74274997;4,337749956;BUENAVISTA;VDA LOS JUANES FCA EL ZAPOTE;206-24-;EDEQ;S-1389;31006771
39287931;PIRQ0131;5;RT;-75,73034647;4,327635914;PIJAO;VR ARENALES FC LOS CHIVOS;206-24-;EDEQ;S-1209;31006825
39850391;GERQ0012;15;RST;-75,77517062;4,288057923;GÉNOVA;VR LA TOPACIA FC LA PRIMAVERA;206-24-;EDEQ;S-852;31006775
31451021;ARUN2632;112,5;RST;-75,71289776;4,517962967;ARMENIA;CALLE 50#51-41 PUERTO ESPEJO;111-25-;EDEQ;C-0181;30755287
40224905;CARN0851;10;RT;-75,64221973;4,47138341;CALARCÁ;FCA NAPOLES VDA LA PALOMA;205-24-;EDEQ;S-2383;39597788
46248308;ARRN0922;45;RTS;-75,75871085;4,471013297;ARMENIA;PROV OBRA-MALL COMERCIAL-IRAKA;101-23-;PARTICULAR;C-0427;39554034
39644471;CARN0843;5;RS;-75,68566063;4,479276838;CALARCÁ;VDA LA BELLA FCA LA CRISTALINA;205-24-;EDEQ;S-935;30636823
39648591;CARN0844;25;RT;-75,63722255;4,520901203;CALARCÁ;LOTE EL REFUGIO 2 SEC LA PRIMAVERA;205-23-;EDEQ;S-961;30852233
39281033;CAUN0356;45;RST;-75,64266671;4,52801468;CALARCÁ;CRA 26 CALLE 35 ESQU.;208-23-;EDEQ;S-266;31194232
39659291;ARUQ1543;112,5;RST;-75,69286452;4,52398225;ARMENIA;BA LAS ACACIAS MZ 20 CS 1;110-26-;EDEQ;S-1064;30664712
39659307;GERQ0067;15;RST;-75,76787886;4,234840123;GÉNOVA;VR CEDRAL ALTO FC EL JANEIRO;206-24-;EDEQ;S-831;31006751
39659382;CARQ0308;5;RN;-75,67518431;4,466863193;CALARCÁ;FCA LAS MARGARITAS - VDA Q.NEGRA ;205-24-;EDEQ;S-2020;30636821
39659355;CAUQ0169;112,5;RST;-75,63877167;4,526583975;CALARCÁ;CL 36 19 65;208-24-;EDEQ;S-294;30679636
46239195;SARN0380;5;RN;-75,61141115;4,576597783;SALENTO;VDA PALOGRANDE FCA EL PORVENIR;307-25-;EDEQ;S-2426;46238235
39977224;CARN0847;37,5;RT;-75,63709386;4,522063912;CALARCÁ;LOTE EL REFUGIO 2 SEC LA PRIMAVERA;205-23-;EDEQ;S-961;30852233
46257217;QURN0622;10;RT;-75,80988543;4,613612878;QUIMBAYA;VR KERMAN FC SALAMANCA;304-27-;EDEQ;S-503;30888667
39928544;TERP0143;15;RST;-75,8366971;4,436084993;LA TEBAIDA;VR LA POPA K-38 FC VL ADRIANA;101-25-;EDEQ;S-1908;31133871
39837476;QURP0502;15;RST;-75,70332403;4,624888147;FILANDIA;VR VIGILANTE B. FC LA GIRALDA;303-26-;EDEQ;S-570;46247065
43167689;CIRN0526;25;RT;-75,67272392;4,56624619;CIRCASIA;CONJUNTO RESIDENCIAL LA PENINSULA;303-25-;PARTICULAR;S-2453;46898238
37111922;CARP0668;5;ST;-75,71114988;4,458840024;CALARCÁ;VR ALBANIA FCA CAMPO ALEGRE;205-23-;EDEQ;C-0336;30852196
37111102;CARP0574;15;RST;-75,72667451;4,429830313;CALARCÁ;VDA CALLE LARGA FCA EL DANUBIO;206-25-;EDEQ;S-2292;30919693
37111275;ARRP0680;5;RT;-75,71473386;4,484201942;ARMENIA;VR MARMATO FC ESTRELLA;205-22-;EDEQ;S-1527;30689135
39900420;MORN0686;150;RST;-75,84228011;4,514840966;MONTENEGRO;VR BUENOS AIRES FC LA CABAÑA;111-24-;EDEQ;C-0243;30748665
39282135;PIRP0093;15;RST;-75,76797419;4,328897418;PIJAO;VR LA MARIA FC ALTA FLOR;206-24-;EDEQ;S-1542;43238620
39946843;SARN0371;10;ST;-75,55763009;4,639887774;SALENTO;VDA LA PLAYA FCA MARQUEZA;307-22-;EDEQ;R-056;31239858
39282169;MORP0303;15;RST;-75,83575131;4,510675434;MONTENEGRO;VR BUENOS AIRES FC LA TOLDA;111-24-;EDEQ;S-623;30748672
39282010;TERP0399;5;ST;-75,8397645;4,435409369;LA TEBAIDA;VRKILOMETRO-38 FCA V.PAOLISA;101-25-;EDEQ;S-1908;31133871
30641658;CIRQ0139;5;RT;-75,67867954;4,598435384;CIRCASIA;VR BARCELONA BAJA FC BUENOS AIRES;303-27-;EDEQ;SR-0014;30641611
39282129;MORP0278;15;RST;-75,80595835;4,514949752;MONTENEGRO;VR PUEBLO TAPAO FC LA PERLA;111-24-;EDEQ;C-0244;30748660
39287929;MORQ0264;5;TN;-75,78339073;4,518184007;MONTENEGRO;VR PUEBLO TAPADO FC LA MANUELITA;316-22;EDEQ;S-628;39815447
30766427;ARRP0425;75;RST;-75,76215272;4,458439427;ARMENIA;NUEVO NAZARETH VDA EL EDEN;205-25-;PARTICULAR;S-1396;30766355
39290538;BURP0113;15;RST;-75,72861366;4,401570977;BUENAVISTA;VDA RIO VERDE FCA LA MACARENA;206-22-;EDEQ;S-1264;31154547
31019182;FIRQ0079;37,5;RT;-75,67371941;4,653876678;FILANDIA;VR LA CAUCHERA FC LA ALEGRIA;304-23-;EDEQ;C-0525;31313561
39289385;SARQ0178;15;RST;-75,62137285;4,581698842;SALENTO;VR P GRAND FC SAN JOSE;307-25-;EDEQ;S-1974;30763351
39288964;CAUN0366;150;RST;-75,65504915;4,515679526;CALARCÁ;CRA 36 CLL 15 LOTE 24;208-25-;PARTICULAR;C-0696;39767231
39289029;MORN0752;75;RST;-75,77514767;4,52806845;MONTENEGRO;HOTEL SANTA LUCIA  VIA MONTENEGRO  TAPAO;316-22;PARTICULAR;S-691;30709671
39288709;MORP0348;15;RST;-75,8041512;4,50876621;MONTENEGRO;VR PLATANILLAL FC LA ALBORADA;101-26-;EDEQ;S-752;30986886
39288191;SARN0358;5;TN;-75,6047469;4,571790432;SALENTO;VDA EL CASTILLO FCA LAS BRISAS;208-26-;EDEQ;S-997;31015415
39288265;ARRP0134;5;RN;-75,74487509;4,487529591;LA TEBAIDA;Km 7 VDA MURILLO VIA AL EDEN;101-23-;EDEQ;C-0708;39593448
39287932;ARRP0006;15;RST;-75,71210235;4,511833137;ARMENIA;FC LA BELLA VDA PTO ESPEJO;111-25-;EDEQ;C-0275;30755290
39287924;ARUQ1351;45;RST;-75,69248724;4,530032327;ARMENIA;BA PLACER MZ F CS 99;110-23-;EDEQ;C-0050;31109929
39455198;TERQ0030;15;RT;-75,79880898;4,464441966;LA TEBAIDA;VR PADILLA FC LAS BRISAS;101-26-;EDEQ;S-706;30986923
39844148;ARUP1508;112,5;RST;-75,69040843;4,508594241;ARMENIA;CL 51  10 61 BODEGA 5;110-24-;EDEQ;S-1591;31099146
40221911;ARUP0638;15;RST;-75,68603114;4,540214821;ARMENIA;CENTRO DE SALUD LA CLARITA;114-22-;EDEQ;C-0309;30940297
40252998;CIRN0525;15;RT;-75,67734078;4,606651857;CIRCASIA;VDA BARCELONA ALTA FCA LA PALMA;307-23-;PARTICULAR;S-746;31173544
39850412;SARN0369;5;RS;-75,57622791;4,600279323;SALENTO;VDA NAVARCO  ALTO FCA EL JARDIN;307-25-;EDEQ;S-2442;46718896
39288393;QURP0577;75;RST;-75,82949692;4,603616791;QUIMBAYA;VR PALERMO AVICOLA LA CASCADA;303-26-;PARTICULAR;S-1973;30772992
39287912;FIRP0003;5;TN;-75,72708868;4,631257912;FILANDIA;VR PARAISO FC LA ZULIA;304-23-;EDEQ;S-859;40066470
39287923;ARUQ0662;30;RST;-75,67866623;4,535286149;ARMENIA;CL 24  21 24;109-28-;EDEQ;C-0503;31337029
39588925;CAUQ0166;25;RN;-75,63929824;4,529066584;CALARCÁ;CL 22 38 00;208-24-;EDEQ;C-0709;39590363
39444318;PIRN0254;5;RT;-75,72169461;4,296335255;PIJAO;FCA BETEL;206-23-;EDEQ;S-1604;30994835
46385845;ARUN2708;112,5;RST;-75,70561287;4,541618964;ARMENIA;CERROS DEL VIENTO T1;114-23-;PARTICULAR;S-2361;39979067
43220905;PIRQ0020;30;RST;-75,71421108;4,316064749;PIJAO;VR LA PLAYA FC EL VAIVEN;206-23-;EDEQ;R-044;30994887
43253012;FIRN0435;15;RS;-75,72854404;4,617441741;FILANDIA;FCA SAN ROQUE CASA 2;304-23-;PARTICULAR;S-589;40066481
37111183;ARUN2363;15;RST;-75,66932236;4,541363329;ARMENIA;CLL 8 CRAS 19 Y 20 TALLER TOYOTA;109-25-;EDEQ;S-1521;40006095
40259108;BURQ0011;5;RT;-75,72745566;4,389429988;BUENAVISTA;FCA SINAI VDA LOS BALSOS;206-23-;EDEQ;S-666;30994854
39978490;TERN0504;15;RST;-75,76863784;4,431327534;LA TEBAIDA;LT 6 VDA ARGENTINA;205-25-;PARTICULAR;C-0299;30766327
40059081;FIRN0433;5;RT;-75,70616504;4,711700659;FILANDIA;FCA EL CAIMO VDA LA INDIA;307-24-;EDEQ;S-1884;30908659
40059547;FIRN0432;10;TR;-75,64455274;4,698843175;FILANDIA;CONDOMINIO LUCITANIA LT 12 - FILANDIA;307-24-;EDEQ;S-2393;39707120
39858506;TERP0166;45;RST;-75,84606222;4,442257698;LA TEBAIDA;VR LA HERRADURA FC ATENEA;101-25-;EDEQ;S-644;31133875
39458780;QURN0662;5;RN;-75,7653808;4,65053284;QUIMBAYA;FCA BESTREGA VDA ARAUCA;304-26-;EDEQ;S-2078;30692241
37111211;ARRP0769;5;RS;-75,74346611;4,489563873;LA TEBAIDA;VR MURILLO CABA?AS LA MARIA;101-23-;EDEQ;C-0021;31058768
46385896;ARUN2709;75;RST;-75,70704578;4,54236146;ARMENIA;CERROS DEL VIENTO T4;114-23-;PARTICULAR;S-2445;46386794
46385926;ARUN2710;75;RST;-75,70708854;4,542561343;ARMENIA;CERROS DEL VIENTO T5;114-23-;PARTICULAR;S-2445;46386794
39411801;FIRQ0145;5;RS;-75,68573102;4,671025002;FILANDIA;VR SANTA TERESA FC LA GRACIELA;304-22-;EDEQ;S-1915;31204857
39412057;MORP0501;15;RST;-75,8027599;4,564777513;MONTENEGRO;FCA LA BELLA VDA EL GIGANTE;303-23-;EDEQ;S-686;31319875
30766466;TERP0026;30;RST;-75,7675202;4,422935447;LA TEBAIDA;FC BALI O JAVA;205-25-;PARTICULAR;S-365;39758918
39656480;ARUQ1726;75;RST;-75,69956085;4,523789852;ARMENIA;BA CALIMA MZ 16 CS 6;110-26-;EDEQ;S-949;30664711
30689208;ARRP0735;25;RT;-75,70871227;4,494670461;ARMENIA;VR SAN PEDRO FCA LA ESTRELLA;205-22-;PARTICULAR;S-430;46208913
30994930;GERQ0260;25;TN;-75,78752503;4,222729534;GÉNOVA;VR EL DORADO ESC LAS CAMELIAS;206-23-;EDEQ;S-814;39944476
31352802;TERQ0278;15;RST;-75,78805915;4,461394318;LA TEBAIDA;VDA GUAYABO FCA LA PONDEROSA;101-24-;EDEQ;S-385;31061434
31032208;ARUP0443;112,5;RST;-75,65935838;4,550461479;ARMENIA;ED PORTOBELO CRA 14 CALLE 10N;113-23-;PARTICULAR;S-1506;31032057
30641648;CIRP0240;15;ST;-75,68122678;4,573302564;CIRCASIA;VR LA POLA FC EL PORVENIR;303-27-;PARTICULAR;S-1851;30641603
30641632;CIRQ0189;30;RST;-75,72458399;4,584676874;CIRCASIA;VR LA CABA?A FC LA CABA?A;303-27-;EDEQ;S-1327;30641607
30641708;CIRQ0230;37,5;RS;-75,67245265;4,582199184;CIRCASIA;VR NARANJAL BAJO FC LA DELICIA;303-27-;EDEQ;S-771;30641601
30842050;ARUP0089;112,5;RST;-75,65621507;4,558804017;ARMENIA;CL 19N CON LA CANDELARIA;112-22-;PARTICULAR;S-905;30841900
31154652;CORP0089;15;ST;-75,69955322;4,353610743;PIJAO;FC LA QUIEBRA VR LA QUIEBRA;206-22-;PARTICULAR;S-1456;31154550
31089219;ARUQ2143;75;RST;-75,67339569;4,539302485;ARMENIA;CL 14 21 18;109-28-;EDEQ;C-0102;31089149
39457448;CARN0839;30;RST;-75,66517028;4,501018361;CALARCÁ;VDA LA BELLA - CALARCA;205-23-;PARTICULAR;C-0311;30852199
31380845;CARN0795;5;SN;-75,72135444;4,437383922;CALARCÁ;FCA EL FENIX VDA CALLE LARGA;206-25-;EDEQ;S-1286;30919684
39447268;QURN0661;10;SR;-75,71736284;4,610830984;QUIMBAYA;VDA NARANJAL FCA EL EJEMPLO;303-26-;EDEQ;S-1476;30772974
31468863;CARN0831;75;RN;-75,66114941;4,504856123;CALARCÁ;VDA AGUACATAL FCA SAN JOSE;208-22-;EDEQ;S-2326;39828103
39893787;QURP0374;15;RST;-75,79459062;4,649239673;QUIMBAYA;VR ISTMO FC LA TEBAIDITA;304-26-;EDEQ;S-783;30692235
39893758;MORQ0225;5;SN;-75,7725691;4,539766873;MONTENEGRO;FCA EL RECUERDO VDA BARAYA;316-22;EDEQ;C-0324;30709647
30636849;CARP0358;5;ST;-75,65845168;4,490675771;CALARCÁ;VDA PUERTO RICO FCA HOSTAL EL EDEN;205-24-;EDEQ;C-0355;30636798
30636851;CARP0227;75;RST;-75,69692995;4,452821281;CALARCÁ;VR ALBANIA FC MARRUECOS;205-24-;PARTICULAR;S-2504;31371364
30636852;CARP0288;30;RST;-75,67198352;4,499018349;CALARCÁ;VDA LA BELLA FCA LA BELLA;205-24-;PARTICULAR;S-934;30636810
30636853;CARP0490;15;RS;-75,67711802;4,472664541;CALARCÁ;VDA POTOSI FCA LIPAJOR;205-24-;PARTICULAR;S-936;30636836
30636855;CARP0255;25;RS;-75,68984709;4,461561818;CALARCÁ;VR POTOSI FC LAS JOTAS;205-24-;PARTICULAR;S-2165;30636803
30636856;CARQ0267;15;RN;-75,67824422;4,471121688;CALARCÁ;VR LA BELLA FC INEM;205-24-;EDEQ;S-936;30636836
30636858;CARP0338;10;RS;-75,65737727;4,462143175;CALARCÁ;VDA LA PALOMA FCA LA EMILITA;205-24-;PARTICULAR;S-2064;30636833
30636859;CARQ0674;75;RST;-75,66971415;4,444586118;CALARCÁ;CENTRO DOCENTE QURBRADA NEGRA;205-24-;EDEQ;S-1823;30636822
30636861;CARP0348;15;RST;-75,65454464;4,449880747;CALARCÁ;VDA EL PENCIL FCA EL BADEN;205-24-;EDEQ;S-963;30636840
30636862;CARN0777;15;RS;-75,66332828;4,439224643;CALARCÁ;VR QUEBRADA NEGRA FC NIRVANA;205-24-;EDEQ;S-1912;30636818
30636863;CARN0812;5;ST;-75,70125497;4,458354091;CALARCÁ;VDA LA ALBANIA FCA RINCÓN DE BENGALA;205-24-;EDEQ;S-2089;30636844
30636864;CARP0232;15;RST;-75,70403785;4,450865604;CALARCÁ;VDA LA ALBANIA FCA PRAGUITA;205-24-;EDEQ;S-1811;30636838
30636865;CARQ0294;50;ST;-75,66829783;4,444780482;CALARCÁ;VR QUEBRADA NEGRA CORREJIMIENTO;205-24-;EDEQ;S-937;30636815
30636976;CARQ0279;37,5;RS;-75,67465955;4,480818811;CALARCÁ;VR LA BELLA FC MONTECRISTO;205-24-;EDEQ;S-934;30636810
30636977;CARQ0297;15;RST;-75,66619896;4,449105903;CALARCÁ;VR QUEBRADA NEGRA FC EL JAPON;205-24-;EDEQ;S-1824;30636808
30636978;CARP0304;15;RN;-75,67559535;4,455349172;CALARCÁ;VDA QUEBRADANEGRA FC A ALTAMIRA;205-24-;PARTICULAR;R-051;30636847
30636979;CARQ0306;25;SN;-75,67357974;4,464664191;CALARCÁ;VR CALABAZO FC MI RANCHO;205-24-;EDEQ;S-2020;30636821
30636980;CARP0237;15;ST;-75,70268319;4,446638965;CALARCÁ;VDA LA ALBANIA FCA STA TERESITA;205-24-;PARTICULAR;C-0636;31474297
30636981;CARP0687;15;RT;-75,67221088;4,485230338;CALARCÁ;CO CIPRESES;205-24-;PARTICULAR;S-1189;30636828
30636982;CARP0265;15;TN;-75,68089851;4,470323979;CALARCÁ;VDA POTOSI FCA LA GRACIELA;205-24-;PARTICULAR;S-1638;30636816
30636983;CARQ0187;25;SN;-75,67005597;4,457115896;CALARCÁ;VR QUEBRADA NEGRA FC EL RETIRO;205-24-;EDEQ;S-1656;30636817
30636984;CARQ0351;37,5;RT;-75,65101139;4,446439455;CALARCÁ;FC LOS PINOS;205-24-;EDEQ;S-963;30636840
30636985;CARQ0420;25;TN;-75,64724545;4,457130457;CALARCÁ;VR LA PALOMA FC EL LIMON;205-24-;EDEQ;S-2248;30636812
30636986;CARP0323;15;RST;-75,65821102;4,476789293;CALARCÁ;VDA LA PALOMA FCA EL PLACER;205-24-;PARTICULAR;S-2186;30636809
30636989;CARP0231;15;SN;-75,70566324;4,450155347;CALARCÁ;VDA LA ALBANIA FCA EL MEDIO;205-24-;PARTICULAR;S-1811;30636838
30636990;CARN0772;5;RT;-75,7008956;4,454957788;CALARCÁ;VR LA ALBANIA FC EL BRAZIL;205-24-;PARTICULAR;S-2504;31371364
30636991;CARP0359;10;RS;-75,65916129;4,491713182;CALARCÁ;VDA PTO RICO FC EL ENCANTO;205-24-;EDEQ;C-0355;30636798
30636993;CARN0764;5;RS;-75,67305953;4,467747787;CALARCÁ;VR CALABAZO AVICOLA SAN DIEGO;205-24-;EDEQ;S-2020;30636821
30636994;CARQ0258;5;RN;-75,68282879;4,463230901;CALARCÁ;VR POTOSI FC EL PARAISO;205-24-;EDEQ;S-1641;30636835
30636995;CARP0349;15;RS;-75,65844179;4,447708663;CALARCÁ;VDA QUEBRADANEGRA FCA EL REMANSO;205-24-;PARTICULAR;S-963;30636840
30636997;CARQ0289;15;RST;-75,68107439;4,437347413;CALARCÁ;VR QUEBRADA NEGRA FC LA ASTROMELIA;205-24-;EDEQ;S-1822;30636827
30636998;CARP0292;30;RST;-75,67120743;4,440393317;CALARCÁ;VDA QUEBRADANEGRA FCA LA PLAYA;205-24-;PARTICULAR;S-937;30636815
30637000;CARQ0333;15;TN;-75,64667034;4,462458607;CALARCÁ;VR LA PALOMA FC LA AURORA;205-24-;EDEQ;S-2248;30636812
30637001;CARQ0355;5;RT;-75,65865667;4,434285921;CALARCÁ;VR QUEBRADANEGRA FC LA ESTRELLA;205-24-;EDEQ;S-1912;30636818
30637002;CARQ0244;10;RS;-75,68965552;4,441274577;CALARCÁ;VR TRAVESIA FC ESMERALDA;205-24-;EDEQ;S-1812;30636807
30637003;CARP0284;15;RST;-75,67085109;4,489244368;CALARCÁ;VDA LA BELLA FCA LIMONES;205-24-;PARTICULAR;S-934;30636810
30637004;CARP0558;30;RST;-75,69848069;4,458311803;CALARCÁ;VDA LA ALBANIA FCA LA JOYA;205-24-;PARTICULAR;S-2089;30636844
30637005;CARQ0241;25;SN;-75,69300967;4,432705977;CALARCÁ;VR TRAVESIA FC EL BALARGA;205-24-;EDEQ;S-519;30636841
30636866;CARN0817;10;RT;-75,64058644;4,47412404;CALARCÁ;FCA LA COQUETA Q/NEGRA;205-24-;EDEQ;S-2383;39597788
30636868;CARP0269;25;ST;-75,67406946;4,474259744;CALARCÁ;VDA POTOSI FCA LA ALSACIA;205-24-;PARTICULAR;S-1643;30636805
30636869;CARQ0260;25;ST;-75,69048196;4,469298976;CALARCÁ;FC EL JARDIN;205-24-;EDEQ;S-1639;30636819
30636870;CARQ0286;25;RN;-75,67220334;4,496664649;CALARCÁ;VR LA BELLA FC LA ROSITA;205-24-;EDEQ;S-934;30636810
30636871;CARP0322;15;ST;-75,65372866;4,473140906;CALARCÁ;VDA LA PALOMA FCA LA DIVISA;205-24-;PARTICULAR;S-1655;30636843
30636873;CARN0813;5;ST;-75,67897564;4,440237276;CALARCÁ;FCA LA CAJETILLA;205-24-;EDEQ;C-0610;30636799
30636874;CARQ0319;15;RT;-75,6577307;4,484810781;CALARCÁ;VDA LA ROCHELA FC LA QUINDIANITA;205-24-;EDEQ;S-1654;30636830
30636875;CARQ0353;25;RS;-75,65631128;4,438470704;CALARCÁ;VR VISTA HERMOSA ESC VISTA HERMOSA;205-24-;EDEQ;S-963;30636840
30636876;CARQ0641;50;ST;-75,6694062;4,444531285;CALARCÁ;VL CAMPESTRE VR QUEBRADA NEGRA;205-24-;EDEQ;S-1823;30636822
30636877;CARP0247;30;RST;-75,68165638;4,443017796;CALARCÁ;VDA QUEBRADA NEGRA FCA LA PLAYA;205-24-;PARTICULAR;C-0610;30636799
30636878;CARQ0336;15;RST;-75,66015826;4,469435116;CALARCÁ;VR CALABAZO FC LA MORELIA;205-24-;EDEQ;S-2064;30636833
30636879;CARQ0688;30;RST;-75,65573529;4,484442558;CALARCÁ;VR LA ROCHELA FC LA PALOMA;205-24-;EDEQ;S-1655;30636843
30636880;CARP0256;45;RST;-75,6865784;4,459075805;CALARCÁ;VDA POTOSI FCA POTOSI;205-24-;EDEQ;C-0610;30636799
30636881;CARP0268;45;RST;-75,67715814;4,472410581;CALARCÁ;VDA POTOSI CTRO RECRACIONAL INEM;205-24-;PARTICULAR;S-936;30636836
30636882;CARQ0264;30;RST;-75,67890418;4,46606934;CALARCÁ;FC EL PRADO 3;205-24-;EDEQ;S-1637;30636832
30636883;CARP0300;15;RN;-75,67343025;4,449714314;CALARCÁ;VDA QUEBRADANEGRA FCA LA GUAJIRA;205-24-;PARTICULAR;R-051;30636847
30636884;CARQ0343;15;RST;-75,6619832;4,464288347;CALARCÁ;VR CALABOZO FC LUCITANIA;205-24-;EDEQ;S-1656;30636817
30636885;CARN0765;5;ST;-75,64403542;4,447740326;CALARCÁ;VDA EL PENCIL FCA VISTA HERMOSA;205-24-;EDEQ;S-1804;30636825
30636886;CARQ0310;50;SN;-75,66955063;4,47078946;CALARCÁ;VDA EL CALABAZO FCA EL JARDÍN;205-24-;EDEQ;S-2020;30636821
30636887;CARQ0354;30;RST;-75,66120909;4,436284244;CALARCÁ;VR QUEBRADA NEGRA FC COSTA RICA;205-24-;EDEQ;S-1912;30636818
30636888;CARQ0262;15;RST;-75,68314913;4,467211127;CALARCÁ;FC POTOSI CHIQUITO;205-24-;EDEQ;S-936;30636836
30636889;CARP0303;15;RST;-75,68442178;4,452986558;CALARCÁ;VDA QUEBRADANEGRA FCA COSTA RICA;205-24-;PARTICULAR;S-1771;30636824
30636890;CARQ0318;30;RST;-75,66207089;4,487028705;CALARCÁ;VDA LA ROCHELA FC LA ROCHELA;205-24-;EDEQ;C-0355;30636798
30636891;CARP0290;10;RS;-75,68205605;4,438859035;CALARCÁ;VDA QUEBRADA NEGRA FCA VLL ALEJANDRA;205-24-;PARTICULAR;S-1822;30636827
30636893;CARQ0344;30;RST;-75,66457122;4,467963756;CALARCÁ;VR EL CALABAZO FC EL BRAZIL;205-24-;EDEQ;S-1656;30636817
30636895;CARQ0352;25;RT;-75,65096305;4,439273979;CALARCÁ;VR VISTA HERMOSA FC EL REGALO;205-24-;EDEQ;S-963;30636840
30636896;CARP0280;45;RST;-75,67623118;4,484709225;CALARCÁ;VDA POTOSI FCA LA CAROLINA;205-24-;PARTICULAR;S-1752;30636837
30636897;CARP0224;30;RST;-75,70683798;4,456378355;CALARCÁ;VDA ALBANIA FCA LA GRECIA;205-24-;PARTICULAR;S-2089;30636844
30636898;CARP0246;15;RS;-75,6881325;4,439286406;CALARCÁ;VR TRAVESIAS FC LA MORELIA;205-24-;PARTICULAR;S-1492;30636831
30636899;CARN0800;5;ST;-75,6888215;4,456574944;CALARCÁ;FINCA SAN SEBASTIAN;205-24-;PARTICULAR;C-0610;30636799
30636901;CARQ0721;10;RS;-75,66474888;4,451875803;CALARCÁ;FC JAZMIN VR QUEBRADA NEGRA;205-24-;EDEQ;S-1824;30636808
30636902;CARQ0243;37,5;RS;-75,69864815;4,430818951;CALARCÁ;VR TRAVESIA FC BUENAVISTA;205-24-;EDEQ;S-519;30636841
30636903;CARP0643;15;RS;-75,68101196;4,489036685;CALARCÁ;VR NARANJAL FC LA JULIA;205-24-;PARTICULAR;S-935;30636823
30636904;CARQ0341;75;RN;-75,65853878;4,456298114;CALARCÁ;VR CALABAZO FC EL REFLEJO;205-24-;EDEQ;S-2064;30636833
30636905;CARQ0295;15;RST;-75,66426733;4,443684271;CALARCÁ;FC EL PORVENIR VR QUEBRADA NEGRA;205-24-;EDEQ;S-937;30636815
30636906;CARP0259;25;RS;-75,69096352;4,462793443;CALARCÁ;VDA POTOSI FCA LA PALOMA 2;205-24-;PARTICULAR;S-2165;30636803
30636907;CARQ0296;5;RS;-75,66755996;4,446758013;CALARCÁ;VR QUEBRADA NEGRA FC EL CAFETO;205-24-;EDEQ;S-1824;30636808
30636908;CARP0235;30;RST;-75,70553064;4,447068599;CALARCÁ;VDA LA ALBANIA FCA LAS BALSAS;205-24-;PARTICULAR;C-0636;31474297
30636909;CARQ0272;15;RS;-75,67954627;4,491217493;CALARCÁ;VR LA BELLA FC EL REFUGIO;205-24-;EDEQ;S-935;30636823
30636910;CARQ0263;15;RS;-75,68063932;4,46877666;CALARCÁ;FC LA ESMERALDA;205-24-;EDEQ;S-936;30636836
30636911;CARP0266;30;RST;-75,6818167;4,473484473;CALARCÁ;VDA POTOSI FCA LA TEXALIA;205-24-;EDEQ;S-1337;30636845
30636913;CARN0818;10;RS;-75,65509759;4,481632473;CALARCÁ;FCA LA PALMA VDA LA PALOMA;205-24-;PARTICULAR;S-1655;30636843
30636914;CARN0796;112,5;RST;-75,69557735;4,449272136;CALARCÁ;FCA EL CORTIJO VDA ALBANIA;205-24-;PARTICULAR;S-1811;30636838
30636915;CARQ0253;50;ST;-75,68897131;4,450201679;CALARCÁ;VR TRAVESIAS FC EL DANUBIO;205-24-;EDEQ;C-0610;30636799
30636916;CARQ0325;15;RT;-75,64527312;4,46763417;CALARCÁ;VDA LA PALOMA FC LA GRANJITA;205-24-;EDEQ;S-2065;30636842
30636917;CARQ0673;15;ST;-75,65459913;4,466450027;CALARCÁ;VR PALOMA FC EL RECUERDO;205-24-;EDEQ;S-2064;30636833
30636918;CARP0238;30;RST;-75,70277447;4,444370315;CALARCÁ;VDA LA ALBANIA FCA MANUELITA;205-24-;PARTICULAR;C-0636;31474297
30636920;CARP0302;30;RST;-75,68204337;4,451781459;CALARCÁ;VDA QUEBRADANEGRA FC ALA GUAIRA;205-24-;PARTICULAR;S-1771;30636824
30636921;CARP0313;15;RST;-75,6718036;4,478244016;CALARCÁ;VDA LA BELLA FCA LA VEGA;205-24-;PARTICULAR;C-0355;30636798
30636922;CARP0331;15;RST;-75,65544808;4,466228383;CALARCÁ;VDA LA PALOMA FCA LA GRANJA;205-24-;PARTICULAR;S-2064;30636833
30636923;CARP0337;30;RST;-75,65349706;4,463422977;CALARCÁ;VDA LA PALOMA FCA LA IBERIA;205-24-;PARTICULAR;S-2064;30636833
30636924;CARQ0278;30;RST;-75,6762504;4,477950629;CALARCÁ;VR POTOSI FC DINAMARCA;205-24-;EDEQ;S-934;30636810
30636925;CARQ0321;112,5;RST;-75,65343196;4,47750501;CALARCÁ;VDA LA PALOMA FC EL PORVENIR;205-24-;EDEQ;S-1655;30636843
